context_input,accelerate,boost,dash,stay,turn_left_111,turn_left_15,turn_left_20,turn_left_22,turn_left_23,turn_left_24,turn_left_26,turn_left_27,turn_left_28,turn_left_29,turn_left_30,turn_left_31,turn_left_32,turn_left_33,turn_left_34,turn_left_36,turn_left_37,turn_left_38,turn_left_40,turn_left_41,turn_left_42,turn_left_43,turn_left_44,turn_left_45,turn_left_46,turn_left_47,turn_left_48,turn_left_50,turn_left_51,turn_left_52,turn_left_54,turn_left_56,turn_left_57,turn_left_58,turn_left_59,turn_left_60,turn_left_62,turn_left_64,turn_left_65,turn_left_67,turn_left_69,turn_left_70,turn_left_71,turn_left_72,turn_left_73,turn_left_75,turn_left_76,turn_left_77,turn_left_82,turn_left_84,turn_left_86,turn_left_87,turn_left_90,turn_right_131,turn_right_15,turn_right_37,turn_right_45,turn_right_56,turn_right_90
"Enemy is 2.16 meters ahead, angle 9.5 degrees, edge distance 1.63, center distance 4.28, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False [CTX] Enemy is 1.27 meters ahead, angle -127.4 degrees, edge distance 2.18, center distance 1.37, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 0.2 meters ahead, angle 143.7 degrees, edge distance 0.32, center distance 3.08, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Enemy is 1.27 meters ahead, angle -127.4 degrees, edge distance 2.18, center distance 1.37, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 0.2 meters ahead, angle 143.7 degrees, edge distance 0.32, center distance 3.08, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False [CTX] Enemy is 0.67 meters ahead, angle -177.0 degrees, edge distance 4.62, center distance 4.05, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 0.2 meters ahead, angle 143.7 degrees, edge distance 0.32, center distance 3.08, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False [CTX] Enemy is 0.67 meters ahead, angle -177.0 degrees, edge distance 4.62, center distance 4.05, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 0.92 meters ahead, angle -129.9 degrees, edge distance 1.87, center distance 3.61, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 0.67 meters ahead, angle -177.0 degrees, edge distance 4.62, center distance 4.05, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 0.92 meters ahead, angle -129.9 degrees, edge distance 1.87, center distance 3.61, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 1.57 meters ahead, angle 15.5 degrees, edge distance 4.52, center distance 1.05, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enemy is 0.92 meters ahead, angle -129.9 degrees, edge distance 1.87, center distance 3.61, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 1.57 meters ahead, angle 15.5 degrees, edge distance 4.52, center distance 1.05, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 1.5 meters ahead, angle 14.8 degrees, edge distance 4.81, center distance 3.3, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enemy is 1.57 meters ahead, angle 15.5 degrees, edge distance 4.52, center distance 1.05, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 1.5 meters ahead, angle 14.8 degrees, edge distance 4.81, center distance 3.3, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False [CTX] Enemy is 0.4 meters ahead, angle 41.1 degrees, edge distance 3.85, center distance 1.1, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 1.5 meters ahead, angle 14.8 degrees, edge distance 4.81, center distance 3.3, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False [CTX] Enemy is 0.4 meters ahead, angle 41.1 degrees, edge distance 3.85, center distance 1.1, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 1.05 meters ahead, angle -30.9 degrees, edge distance 3.59, center distance 1.95, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 0.4 meters ahead, angle 41.1 degrees, edge distance 3.85, center distance 1.1, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 1.05 meters ahead, angle -30.9 degrees, edge distance 3.59, center distance 1.95, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.99 meters ahead, angle 83.7 degrees, edge distance 1.59, center distance 0.52, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Enemy is 1.05 meters ahead, angle -30.9 degrees, edge distance 3.59, center distance 1.95, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.99 meters ahead, angle 83.7 degrees, edge distance 1.59, center distance 0.52, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 1.21 meters ahead, angle -103.6 degrees, edge distance 4.53, center distance 2.8, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 0.99 meters ahead, angle 83.7 degrees, edge distance 1.59, center distance 0.52, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 1.21 meters ahead, angle -103.6 degrees, edge distance 4.53, center distance 2.8, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 1.93 meters ahead, angle -97.6 degrees, edge distance 4.7, center distance 4.87, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 1.21 meters ahead, angle -103.6 degrees, edge distance 4.53, center distance 2.8, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 1.93 meters ahead, angle -97.6 degrees, edge distance 4.7, center distance 4.87, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 0.16 meters ahead, angle -22.9 degrees, edge distance 0.17, center distance 2.63, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Enemy is 1.93 meters ahead, angle -97.6 degrees, edge distance 4.7, center distance 4.87, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 0.16 meters ahead, angle -22.9 degrees, edge distance 0.17, center distance 2.63, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 0.96 meters ahead, angle -152.3 degrees, edge distance 1.27, center distance 0.05, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 0.16 meters ahead, angle -22.9 degrees, edge distance 0.17, center distance 2.63, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 0.96 meters ahead, angle -152.3 degrees, edge distance 1.27, center distance 0.05, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 0.58 meters ahead, angle 127.7 degrees, edge distance 4.45, center distance 4.64, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 0.96 meters ahead, angle -152.3 degrees, edge distance 1.27, center distance 0.05, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 0.58 meters ahead, angle 127.7 degrees, edge distance 4.45, center distance 4.64, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.8 meters ahead, angle 65.7 degrees, edge distance 2.84, center distance 2.26, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 0.58 meters ahead, angle 127.7 degrees, edge distance 4.45, center distance 4.64, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.8 meters ahead, angle 65.7 degrees, edge distance 2.84, center distance 2.26, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 0.7 meters ahead, angle 76.4 degrees, edge distance 3.33, center distance 4.23, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Enemy is 0.8 meters ahead, angle 65.7 degrees, edge distance 2.84, center distance 2.26, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 0.7 meters ahead, angle 76.4 degrees, edge distance 3.33, center distance 4.23, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 1.94 meters ahead, angle -90.4 degrees, edge distance 3.62, center distance 4.24, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Enemy is 0.7 meters ahead, angle 76.4 degrees, edge distance 3.33, center distance 4.23, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 1.94 meters ahead, angle -90.4 degrees, edge distance 3.62, center distance 4.24, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 1.67 meters ahead, angle -22.9 degrees, edge distance 1.33, center distance 0.1, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Enemy is 1.94 meters ahead, angle -90.4 degrees, edge distance 3.62, center distance 4.24, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 1.67 meters ahead, angle -22.9 degrees, edge distance 1.33, center distance 0.1, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 2.05 meters ahead, angle -76.4 degrees, edge distance 3.46, center distance 3.81, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Enemy is 1.67 meters ahead, angle -22.9 degrees, edge distance 1.33, center distance 0.1, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 2.05 meters ahead, angle -76.4 degrees, edge distance 3.46, center distance 3.81, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 0.45 meters ahead, angle -1.1 degrees, edge distance 1.75, center distance 2.74, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 2.05 meters ahead, angle -76.4 degrees, edge distance 3.46, center distance 3.81, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 0.45 meters ahead, angle -1.1 degrees, edge distance 1.75, center distance 2.74, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 0.6 meters ahead, angle 175.2 degrees, edge distance 3.78, center distance 2.76, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Enemy is 0.45 meters ahead, angle -1.1 degrees, edge distance 1.75, center distance 2.74, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 0.6 meters ahead, angle 175.2 degrees, edge distance 3.78, center distance 2.76, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 1.86 meters ahead, angle -168.6 degrees, edge distance 4.31, center distance 3.5, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 0.6 meters ahead, angle 175.2 degrees, edge distance 3.78, center distance 2.76, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 1.86 meters ahead, angle -168.6 degrees, edge distance 4.31, center distance 3.5, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 1.07 meters ahead, angle 67.9 degrees, edge distance 4.19, center distance 1.07, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Enemy is 1.86 meters ahead, angle -168.6 degrees, edge distance 4.31, center distance 3.5, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 1.07 meters ahead, angle 67.9 degrees, edge distance 4.19, center distance 1.07, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 0.97 meters ahead, angle -79.3 degrees, edge distance 3.61, center distance 2.47, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enemy is 1.07 meters ahead, angle 67.9 degrees, edge distance 4.19, center distance 1.07, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 0.97 meters ahead, angle -79.3 degrees, edge distance 3.61, center distance 2.47, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 0.35 meters ahead, angle -178.4 degrees, edge distance 1.46, center distance 0.78, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enemy is 0.97 meters ahead, angle -79.3 degrees, edge distance 3.61, center distance 2.47, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 0.35 meters ahead, angle -178.4 degrees, edge distance 1.46, center distance 0.78, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 0.74 meters ahead, angle 51.7 degrees, edge distance 3.03, center distance 4.57, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Enemy is 0.35 meters ahead, angle -178.4 degrees, edge distance 1.46, center distance 0.78, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 0.74 meters ahead, angle 51.7 degrees, edge distance 3.03, center distance 4.57, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False [CTX] Enemy is 2.27 meters ahead, angle -34.8 degrees, edge distance 0.15, center distance 1.66, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Enemy is 0.74 meters ahead, angle 51.7 degrees, edge distance 3.03, center distance 4.57, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False [CTX] Enemy is 2.27 meters ahead, angle -34.8 degrees, edge distance 0.15, center distance 1.66, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.21 meters ahead, angle 173.8 degrees, edge distance 4.43, center distance 0.73, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enemy is 2.27 meters ahead, angle -34.8 degrees, edge distance 0.15, center distance 1.66, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False [CTX] Enemy is 0.21 meters ahead, angle 173.8 degrees, edge distance 4.43, center distance 0.73, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 2.44 meters ahead, angle -174.8 degrees, edge distance 3.87, center distance 0.01, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 0.21 meters ahead, angle 173.8 degrees, edge distance 4.43, center distance 0.73, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 2.44 meters ahead, angle -174.8 degrees, edge distance 3.87, center distance 0.01, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 2.37 meters ahead, angle -4.3 degrees, edge distance 4.17, center distance 2.68, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Enemy is 2.44 meters ahead, angle -174.8 degrees, edge distance 3.87, center distance 0.01, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 2.37 meters ahead, angle -4.3 degrees, edge distance 4.17, center distance 2.68, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 1.78 meters ahead, angle 78.4 degrees, edge distance 4.21, center distance 3.0, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 2.37 meters ahead, angle -4.3 degrees, edge distance 4.17, center distance 2.68, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 1.78 meters ahead, angle 78.4 degrees, edge distance 4.21, center distance 3.0, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 1.18 meters ahead, angle -172.0 degrees, edge distance 1.68, center distance 4.41, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 1.78 meters ahead, angle 78.4 degrees, edge distance 4.21, center distance 3.0, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 1.18 meters ahead, angle -172.0 degrees, edge distance 1.68, center distance 4.41, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 1.91 meters ahead, angle -68.6 degrees, edge distance 1.34, center distance 0.58, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Enemy is 1.18 meters ahead, angle -172.0 degrees, edge distance 1.68, center distance 4.41, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False [CTX] Enemy is 1.91 meters ahead, angle -68.6 degrees, edge distance 1.34, center distance 0.58, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 0.82 meters ahead, angle -158.7 degrees, edge distance 1.63, center distance 2.19, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Enemy is 1.91 meters ahead, angle -68.6 degrees, edge distance 1.34, center distance 0.58, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False [CTX] Enemy is 0.82 meters ahead, angle -158.7 degrees, edge distance 1.63, center distance 2.19, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 1.79 meters ahead, angle 126.3 degrees, edge distance 2.19, center distance 2.74, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Enemy is 0.82 meters ahead, angle -158.7 degrees, edge distance 1.63, center distance 2.19, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 1.79 meters ahead, angle 126.3 degrees, edge distance 2.19, center distance 2.74, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 2.07 meters ahead, angle -58.4 degrees, edge distance 3.93, center distance 2.91, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enemy is 1.79 meters ahead, angle 126.3 degrees, edge distance 2.19, center distance 2.74, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True [CTX] Enemy is 2.07 meters ahead, angle -58.4 degrees, edge distance 3.93, center distance 2.91, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 0.16 meters ahead, angle -58.6 degrees, edge distance 3.42, center distance 0.85, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enemy is 2.07 meters ahead, angle -58.4 degrees, edge distance 3.93, center distance 2.91, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True [CTX] Enemy is 0.16 meters ahead, angle -58.6 degrees, edge distance 3.42, center distance 0.85, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True [CTX] Enemy is 1.8 meters ahead, angle -54.2 degrees, edge distance 3.27, center distance 4.24, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
