enemy_distance,enemy_angle,edge_distance,center_distance,enemy_stuck,enemy_behind,skill_ready,dash_ready,situation,category,round,strategy
1.05,-157.3,3.55,0.1,1,0,1,1,"Enemy is 1.05 meters ahead, angle -157.3 degrees, edge distance 3.55, center distance 0.1, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",tournament,3,turn_right_90+accelerate
0.13,-178.6,2.36,4.11,1,1,0,0,"Enemy is 0.13 meters ahead, angle -178.6 degrees, edge distance 2.36, center distance 4.11, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",practice,5,turn_left_45+accelerate
1.39,124.7,4.93,3.68,1,1,1,1,"Enemy is 1.39 meters ahead, angle 124.7 degrees, edge distance 4.93, center distance 3.68, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",tournament,2,turn_right_90+accelerate
0.11,-115.0,1.68,4.58,0,1,0,0,"Enemy is 0.11 meters ahead, angle -115.0 degrees, edge distance 1.68, center distance 4.58, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",practice,3,turn_left_45+accelerate
1.4,-25.1,0.84,0.9,1,1,0,1,"Enemy is 1.4 meters ahead, angle -25.1 degrees, edge distance 0.84, center distance 0.9, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",practice,1,turn_left_45+accelerate+boost
2.28,42.7,2.51,1.87,1,1,1,1,"Enemy is 2.28 meters ahead, angle 42.7 degrees, edge distance 2.51, center distance 1.87, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",practice,2,turn_right_90+accelerate
1.42,-134.2,2.69,0.92,0,1,0,1,"Enemy is 1.42 meters ahead, angle -134.2 degrees, edge distance 2.69, center distance 0.92, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",practice,5,turn_right_15+accelerate
0.34,-119.0,0.85,3.75,0,1,1,1,"Enemy is 0.34 meters ahead, angle -119.0 degrees, edge distance 0.85, center distance 3.75, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True",practice,5,turn_right_15+accelerate
0.62,104.9,2.51,1.05,1,1,1,0,"Enemy is 0.62 meters ahead, angle 104.9 degrees, edge distance 2.51, center distance 1.05, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",simulation,3,turn_left_45+accelerate
0.92,-61.2,4.18,1.16,0,0,0,1,"Enemy is 0.92 meters ahead, angle -61.2 degrees, edge distance 4.18, center distance 1.16, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",practice,5,turn_right_90+accelerate
1.13,164.9,0.72,1.62,0,0,0,1,"Enemy is 1.13 meters ahead, angle 164.9 degrees, edge distance 0.72, center distance 1.62, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",simulation,5,turn_right_90
0.71,148.2,1.1,2.4,0,0,1,1,"Enemy is 0.71 meters ahead, angle 148.2 degrees, edge distance 1.1, center distance 2.4, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",simulation,3,turn_right_15+accelerate
1.87,-94.8,2.13,3.28,1,1,0,1,"Enemy is 1.87 meters ahead, angle -94.8 degrees, edge distance 2.13, center distance 3.28, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",practice,2,turn_right_45+accelerate
1.26,-64.6,2.5,3.99,1,1,1,1,"Enemy is 1.26 meters ahead, angle -64.6 degrees, edge distance 2.5, center distance 3.99, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",practice,5,turn_right_15+accelerate
0.65,-9.0,4.07,2.22,0,1,0,1,"Enemy is 0.65 meters ahead, angle -9.0 degrees, edge distance 4.07, center distance 2.22, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",simulation,2,turn_left_15
2.36,-33.2,3.34,1.78,0,1,0,1,"Enemy is 2.36 meters ahead, angle -33.2 degrees, edge distance 3.34, center distance 1.78, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",practice,3,turn_right_15+accelerate
0.78,-87.4,4.31,3.56,0,1,0,0,"Enemy is 0.78 meters ahead, angle -87.4 degrees, edge distance 4.31, center distance 3.56, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",tournament,1,turn_left_45+accelerate
0.71,-139.6,3.4,2.92,0,0,1,0,"Enemy is 0.71 meters ahead, angle -139.6 degrees, edge distance 3.4, center distance 2.92, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",simulation,2,turn_right_15+accelerate
0.33,112.2,0.61,0.8,0,1,0,0,"Enemy is 0.33 meters ahead, angle 112.2 degrees, edge distance 0.61, center distance 0.8, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",practice,3,turn_left_90+accelerate
1.87,-84.5,3.76,0.85,0,1,0,1,"Enemy is 1.87 meters ahead, angle -84.5 degrees, edge distance 3.76, center distance 0.85, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",practice,1,turn_right_90+accelerate
1.13,-27.6,4.56,3.9,0,1,0,0,"Enemy is 1.13 meters ahead, angle -27.6 degrees, edge distance 4.56, center distance 3.9, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",practice,1,turn_left_90
0.55,-77.1,0.88,4.28,0,0,0,1,"Enemy is 0.55 meters ahead, angle -77.1 degrees, edge distance 0.88, center distance 4.28, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",simulation,5,turn_right_90+accelerate
0.48,-130.5,4.47,2.72,0,1,1,0,"Enemy is 0.48 meters ahead, angle -130.5 degrees, edge distance 4.47, center distance 2.72, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",tournament,4,turn_right_45+accelerate
2.47,-99.9,1.65,4.72,1,0,1,1,"Enemy is 2.47 meters ahead, angle -99.9 degrees, edge distance 1.65, center distance 4.72, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",practice,4,turn_left_45+accelerate
2.12,-33.4,0.64,2.97,0,0,0,1,"Enemy is 2.12 meters ahead, angle -33.4 degrees, edge distance 0.64, center distance 2.97, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",practice,1,turn_right_90+dash+accelerate
0.71,-52.7,0.83,4.89,0,0,1,0,"Enemy is 0.71 meters ahead, angle -52.7 degrees, edge distance 0.83, center distance 4.89, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",simulation,1,turn_left_90+accelerate
0.54,152.1,1.17,0.21,0,1,0,0,"Enemy is 0.54 meters ahead, angle 152.1 degrees, edge distance 1.17, center distance 0.21, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",practice,2,turn_right_15+accelerate
1.28,-52.0,3.63,4.26,1,1,0,1,"Enemy is 1.28 meters ahead, angle -52.0 degrees, edge distance 3.63, center distance 4.26, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",practice,5,turn_left_15+accelerate
1.66,-112.5,3.37,2.84,1,0,1,0,"Enemy is 1.66 meters ahead, angle -112.5 degrees, edge distance 3.37, center distance 2.84, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",practice,3,turn_right_45+accelerate
0.81,-62.9,3.23,0.33,0,0,1,1,"Enemy is 0.81 meters ahead, angle -62.9 degrees, edge distance 3.23, center distance 0.33, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",tournament,4,turn_left_90+accelerate
0.39,-41.0,1.58,1.34,0,0,0,0,"Enemy is 0.39 meters ahead, angle -41.0 degrees, edge distance 1.58, center distance 1.34, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False",tournament,2,turn_left_90+accelerate
1.28,-74.5,3.49,3.34,1,1,0,0,"Enemy is 1.28 meters ahead, angle -74.5 degrees, edge distance 3.49, center distance 3.34, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",simulation,2,turn_right_90+accelerate
0.82,115.7,2.42,2.57,1,1,1,0,"Enemy is 0.82 meters ahead, angle 115.7 degrees, edge distance 2.42, center distance 2.57, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",practice,2,turn_right_15+accelerate
1.07,-134.6,1.48,4.9,1,1,1,0,"Enemy is 1.07 meters ahead, angle -134.6 degrees, edge distance 1.48, center distance 4.9, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",simulation,1,turn_left_15+accelerate
1.23,143.4,3.04,3.24,1,0,1,1,"Enemy is 1.23 meters ahead, angle 143.4 degrees, edge distance 3.04, center distance 3.24, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",simulation,4,turn_left_15+accelerate
1.72,81.1,3.03,3.72,1,0,1,0,"Enemy is 1.72 meters ahead, angle 81.1 degrees, edge distance 3.03, center distance 3.72, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",tournament,4,turn_left_15+accelerate
2.17,-130.5,0.12,1.76,1,0,1,1,"Enemy is 2.17 meters ahead, angle -130.5 degrees, edge distance 0.12, center distance 1.76, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",practice,4,turn_right_90+dash+accelerate
2.4,-134.8,1.58,1.72,0,1,0,0,"Enemy is 2.4 meters ahead, angle -134.8 degrees, edge distance 1.58, center distance 1.72, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",practice,2,turn_right_15+accelerate
0.14,36.0,0.18,1.96,0,0,0,0,"Enemy is 0.14 meters ahead, angle 36.0 degrees, edge distance 0.18, center distance 1.96, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False",simulation,4,turn_right_90
2.1,88.6,3.72,3.29,0,0,1,0,"Enemy is 2.1 meters ahead, angle 88.6 degrees, edge distance 3.72, center distance 3.29, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",simulation,3,turn_right_15+accelerate
0.98,-26.4,2.93,3.36,1,0,1,0,"Enemy is 0.98 meters ahead, angle -26.4 degrees, edge distance 2.93, center distance 3.36, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",practice,3,boost
1.79,-175.3,3.12,1.9,1,1,0,1,"Enemy is 1.79 meters ahead, angle -175.3 degrees, edge distance 3.12, center distance 1.9, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",practice,4,turn_right_15+accelerate
2.46,21.2,3.78,1.04,1,1,1,0,"Enemy is 2.46 meters ahead, angle 21.2 degrees, edge distance 3.78, center distance 1.04, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",practice,3,boost
0.58,2.4,0.21,2.9,1,0,0,0,"Enemy is 0.58 meters ahead, angle 2.4 degrees, edge distance 0.21, center distance 2.9, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",practice,1,turn_left_90
2.16,9.5,1.63,4.28,0,0,0,0,"Enemy is 2.16 meters ahead, angle 9.5 degrees, edge distance 1.63, center distance 4.28, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False",tournament,4,accelerate
1.27,-127.4,2.18,1.37,1,1,1,1,"Enemy is 1.27 meters ahead, angle -127.4 degrees, edge distance 2.18, center distance 1.37, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",practice,1,turn_left_45+accelerate
0.2,143.7,0.32,3.08,0,0,0,0,"Enemy is 0.2 meters ahead, angle 143.7 degrees, edge distance 0.32, center distance 3.08, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False",practice,1,turn_right_15+accelerate
0.67,-177.0,4.62,4.05,0,1,0,1,"Enemy is 0.67 meters ahead, angle -177.0 degrees, edge distance 4.62, center distance 4.05, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",practice,1,turn_left_45+accelerate
0.92,-129.9,1.87,3.61,0,0,1,1,"Enemy is 0.92 meters ahead, angle -129.9 degrees, edge distance 1.87, center distance 3.61, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",tournament,1,turn_left_15+accelerate
1.57,15.5,4.52,1.05,1,1,0,1,"Enemy is 1.57 meters ahead, angle 15.5 degrees, edge distance 4.52, center distance 1.05, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",practice,1,turn_right_90
1.5,14.8,4.81,3.3,1,0,0,0,"Enemy is 1.5 meters ahead, angle 14.8 degrees, edge distance 4.81, center distance 3.3, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",simulation,4,turn_right_90+accelerate
0.4,41.1,3.85,1.1,1,1,0,0,"Enemy is 0.4 meters ahead, angle 41.1 degrees, edge distance 3.85, center distance 1.1, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",tournament,5,turn_left_45+accelerate
1.05,-30.9,3.59,1.95,0,1,1,0,"Enemy is 1.05 meters ahead, angle -30.9 degrees, edge distance 3.59, center distance 1.95, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",practice,1,dash
0.99,83.7,1.59,0.52,1,1,0,1,"Enemy is 0.99 meters ahead, angle 83.7 degrees, edge distance 1.59, center distance 0.52, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",tournament,2,turn_right_15+accelerate
1.21,-103.6,4.53,2.8,1,1,0,1,"Enemy is 1.21 meters ahead, angle -103.6 degrees, edge distance 4.53, center distance 2.8, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",practice,1,turn_left_15+accelerate
1.93,-97.6,4.7,4.87,1,1,0,1,"Enemy is 1.93 meters ahead, angle -97.6 degrees, edge distance 4.7, center distance 4.87, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",practice,1,turn_left_45+accelerate
0.16,-22.9,0.17,2.63,0,0,1,0,"Enemy is 0.16 meters ahead, angle -22.9 degrees, edge distance 0.17, center distance 2.63, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",simulation,1,turn_right_45
0.96,-152.3,1.27,0.05,1,0,1,1,"Enemy is 0.96 meters ahead, angle -152.3 degrees, edge distance 1.27, center distance 0.05, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",practice,3,turn_left_15+accelerate
0.58,127.7,4.45,4.64,1,1,1,0,"Enemy is 0.58 meters ahead, angle 127.7 degrees, edge distance 4.45, center distance 4.64, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",simulation,5,turn_left_15+accelerate
0.8,65.7,2.84,2.26,1,1,1,1,"Enemy is 0.8 meters ahead, angle 65.7 degrees, edge distance 2.84, center distance 2.26, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",practice,3,turn_left_15+accelerate
0.7,76.4,3.33,4.23,1,1,0,0,"Enemy is 0.7 meters ahead, angle 76.4 degrees, edge distance 3.33, center distance 4.23, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",practice,3,turn_left_90+accelerate
1.94,-90.4,3.62,4.24,0,1,0,1,"Enemy is 1.94 meters ahead, angle -90.4 degrees, edge distance 3.62, center distance 4.24, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: True",practice,3,turn_right_15+accelerate
1.67,-22.9,1.33,0.1,1,1,0,0,"Enemy is 1.67 meters ahead, angle -22.9 degrees, edge distance 1.33, center distance 0.1, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",tournament,3,turn_right_45+dash+accelerate
2.05,-76.4,3.46,3.81,0,0,1,1,"Enemy is 2.05 meters ahead, angle -76.4 degrees, edge distance 3.46, center distance 3.81, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",simulation,5,turn_right_45+accelerate
0.45,-1.1,1.75,2.74,0,0,1,1,"Enemy is 0.45 meters ahead, angle -1.1 degrees, edge distance 1.75, center distance 2.74, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",simulation,4,accelerate+boost
0.6,175.2,3.78,2.76,0,0,1,0,"Enemy is 0.6 meters ahead, angle 175.2 degrees, edge distance 3.78, center distance 2.76, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",tournament,4,turn_right_45+dash+accelerate
1.86,-168.6,4.31,3.5,0,0,1,1,"Enemy is 1.86 meters ahead, angle -168.6 degrees, edge distance 4.31, center distance 3.5, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",simulation,2,stay
1.07,67.9,4.19,1.07,0,1,0,0,"Enemy is 1.07 meters ahead, angle 67.9 degrees, edge distance 4.19, center distance 1.07, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",practice,4,turn_right_45+accelerate
0.97,-79.3,3.61,2.47,1,1,0,0,"Enemy is 0.97 meters ahead, angle -79.3 degrees, edge distance 3.61, center distance 2.47, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",simulation,5,turn_right_90+accelerate
0.35,-178.4,1.46,0.78,1,1,0,1,"Enemy is 0.35 meters ahead, angle -178.4 degrees, edge distance 1.46, center distance 0.78, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",simulation,4,turn_right_90+accelerate
0.74,51.7,3.03,4.57,1,0,0,0,"Enemy is 0.74 meters ahead, angle 51.7 degrees, edge distance 3.03, center distance 4.57, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",simulation,3,turn_right_45+accelerate
2.27,-34.8,0.15,1.66,0,1,1,0,"Enemy is 2.27 meters ahead, angle -34.8 degrees, edge distance 0.15, center distance 1.66, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",tournament,4,turn_right_15
0.21,173.8,4.43,0.73,0,0,1,1,"Enemy is 0.21 meters ahead, angle 173.8 degrees, edge distance 4.43, center distance 0.73, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",practice,2,turn_right_90+accelerate
2.44,-174.8,3.87,0.01,1,1,0,0,"Enemy is 2.44 meters ahead, angle -174.8 degrees, edge distance 3.87, center distance 0.01, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",tournament,3,turn_left_45+accelerate+boost
2.37,-4.3,4.17,2.68,0,0,1,1,"Enemy is 2.37 meters ahead, angle -4.3 degrees, edge distance 4.17, center distance 2.68, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",practice,4,turn_left_90+dash+accelerate
1.78,78.4,4.21,3.0,0,0,1,0,"Enemy is 1.78 meters ahead, angle 78.4 degrees, edge distance 4.21, center distance 3.0, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",practice,1,turn_left_45+accelerate
1.18,-172.0,1.68,4.41,1,0,1,0,"Enemy is 1.18 meters ahead, angle -172.0 degrees, edge distance 1.68, center distance 4.41, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",practice,2,boost
1.91,-68.6,1.34,0.58,0,1,0,0,"Enemy is 1.91 meters ahead, angle -68.6 degrees, edge distance 1.34, center distance 0.58, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",tournament,3,turn_right_45+accelerate
0.82,-158.7,1.63,2.19,1,1,1,1,"Enemy is 0.82 meters ahead, angle -158.7 degrees, edge distance 1.63, center distance 2.19, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",tournament,3,turn_right_45+accelerate
1.79,126.3,2.19,2.74,1,1,1,1,"Enemy is 1.79 meters ahead, angle 126.3 degrees, edge distance 2.19, center distance 2.74, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: True",tournament,2,turn_right_15+accelerate
2.07,-58.4,3.93,2.91,1,1,0,1,"Enemy is 2.07 meters ahead, angle -58.4 degrees, edge distance 3.93, center distance 2.91, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",practice,1,turn_left_15+accelerate
0.16,-58.6,3.42,0.85,1,0,1,1,"Enemy is 0.16 meters ahead, angle -58.6 degrees, edge distance 3.42, center distance 0.85, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",practice,2,turn_right_90+accelerate
1.8,-54.2,3.27,4.24,0,1,1,0,"Enemy is 1.8 meters ahead, angle -54.2 degrees, edge distance 3.27, center distance 4.24, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",practice,2,turn_left_90+accelerate
1.21,116.7,3.03,4.27,0,1,0,0,"Enemy is 1.21 meters ahead, angle 116.7 degrees, edge distance 3.03, center distance 4.27, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",tournament,1,turn_left_90+accelerate
1.07,148.5,3.22,1.73,0,1,1,0,"Enemy is 1.07 meters ahead, angle 148.5 degrees, edge distance 3.22, center distance 1.73, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",simulation,1,turn_right_15+accelerate
1.88,7.7,1.54,2.99,1,1,1,0,"Enemy is 1.88 meters ahead, angle 7.7 degrees, edge distance 1.54, center distance 2.99, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",practice,3,boost
2.09,-154.0,3.06,2.59,1,1,0,0,"Enemy is 2.09 meters ahead, angle -154.0 degrees, edge distance 3.06, center distance 2.59, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",simulation,5,turn_left_90+accelerate
0.95,-133.4,2.18,0.71,1,1,0,1,"Enemy is 0.95 meters ahead, angle -133.4 degrees, edge distance 2.18, center distance 0.71, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",practice,3,turn_right_15+accelerate
2.28,-76.3,4.93,3.5,1,1,0,0,"Enemy is 2.28 meters ahead, angle -76.3 degrees, edge distance 4.93, center distance 3.5, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",simulation,4,turn_right_90+accelerate
1.36,173.5,2.77,1.95,1,1,0,0,"Enemy is 1.36 meters ahead, angle 173.5 degrees, edge distance 2.77, center distance 1.95, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",simulation,1,turn_right_45+accelerate+boost
2.46,130.0,3.21,2.79,0,0,1,1,"Enemy is 2.46 meters ahead, angle 130.0 degrees, edge distance 3.21, center distance 2.79, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",practice,4,turn_left_45+accelerate
2.08,-151.7,3.3,4.72,0,1,0,0,"Enemy is 2.08 meters ahead, angle -151.7 degrees, edge distance 3.3, center distance 4.72, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",practice,3,turn_right_15+accelerate
2.47,-72.7,3.37,0.84,0,0,0,0,"Enemy is 2.47 meters ahead, angle -72.7 degrees, edge distance 3.37, center distance 0.84, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False",tournament,2,turn_left_45+accelerate
1.87,-47.3,1.48,2.57,1,0,0,1,"Enemy is 1.87 meters ahead, angle -47.3 degrees, edge distance 1.48, center distance 2.57, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True",tournament,2,turn_right_45+accelerate
1.83,99.1,2.15,1.18,0,0,0,0,"Enemy is 1.83 meters ahead, angle 99.1 degrees, edge distance 2.15, center distance 1.18, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: False",tournament,5,turn_left_15+accelerate
2.18,-88.5,0.43,1.35,1,0,1,1,"Enemy is 2.18 meters ahead, angle -88.5 degrees, edge distance 0.43, center distance 1.35, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",tournament,3,turn_right_90+dash+accelerate
1.65,1.3,4.5,3.2,1,0,0,0,"Enemy is 1.65 meters ahead, angle 1.3 degrees, edge distance 4.5, center distance 3.2, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",tournament,2,turn_right_90+dash+accelerate
2.5,-113.3,4.68,0.38,1,1,0,1,"Enemy is 2.5 meters ahead, angle -113.3 degrees, edge distance 4.68, center distance 0.38, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: True",simulation,4,turn_right_45+accelerate
1.56,-110.9,2.46,2.98,1,0,0,0,"Enemy is 1.56 meters ahead, angle -110.9 degrees, edge distance 2.46, center distance 2.98, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",simulation,2,turn_left_15+accelerate
1.22,118.7,2.27,1.53,0,1,1,0,"Enemy is 1.22 meters ahead, angle 118.7 degrees, edge distance 2.27, center distance 1.53, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",practice,3,turn_left_90+accelerate
2.29,-34.7,3.18,3.93,0,1,0,0,"Enemy is 2.29 meters ahead, angle -34.7 degrees, edge distance 3.18, center distance 3.93, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",practice,2,turn_left_15
0.23,64.3,2.84,3.01,1,1,0,0,"Enemy is 0.23 meters ahead, angle 64.3 degrees, edge distance 2.84, center distance 3.01, enemy stuck: True, enemy behind: True, skill ready: False, dash ready: False",practice,2,turn_left_15+accelerate
2.08,-155.2,1.57,0.29,1,0,1,0,"Enemy is 2.08 meters ahead, angle -155.2 degrees, edge distance 1.57, center distance 0.29, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",simulation,2,turn_right_15+accelerate
0.25,68.4,0.88,2.79,0,0,0,1,"Enemy is 0.25 meters ahead, angle 68.4 degrees, edge distance 0.88, center distance 2.79, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",tournament,5,turn_left_45+accelerate
2.26,117.8,2.79,2.62,1,0,1,0,"Enemy is 2.26 meters ahead, angle 117.8 degrees, edge distance 2.79, center distance 2.62, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: False",tournament,5,turn_right_90+accelerate
1.85,77.7,3.38,0.22,0,0,1,1,"Enemy is 1.85 meters ahead, angle 77.7 degrees, edge distance 3.38, center distance 0.22, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: True",simulation,2,turn_right_45+accelerate
0.56,-79.0,4.85,1.3,1,0,1,1,"Enemy is 0.56 meters ahead, angle -79.0 degrees, edge distance 4.85, center distance 1.3, enemy stuck: True, enemy behind: False, skill ready: True, dash ready: True",practice,4,turn_left_15+accelerate
0.48,163.4,3.98,3.59,0,1,0,0,"Enemy is 0.48 meters ahead, angle 163.4 degrees, edge distance 3.98, center distance 3.59, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",tournament,4,turn_right_90
0.89,-134.6,0.75,4.69,0,0,1,0,"Enemy is 0.89 meters ahead, angle -134.6 degrees, edge distance 0.75, center distance 4.69, enemy stuck: False, enemy behind: False, skill ready: True, dash ready: False",practice,4,turn_right_15+accelerate
2.27,130.5,4.92,2.82,1,1,1,0,"Enemy is 2.27 meters ahead, angle 130.5 degrees, edge distance 4.92, center distance 2.82, enemy stuck: True, enemy behind: True, skill ready: True, dash ready: False",tournament,1,turn_left_90+accelerate
0.75,160.3,4.19,4.22,0,1,0,0,"Enemy is 0.75 meters ahead, angle 160.3 degrees, edge distance 4.19, center distance 4.22, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",tournament,2,turn_right_90
1.65,-119.2,2.35,2.98,1,0,0,1,"Enemy is 1.65 meters ahead, angle -119.2 degrees, edge distance 2.35, center distance 2.98, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: True",practice,3,turn_right_15+accelerate
0.63,79.3,0.24,3.78,1,0,0,0,"Enemy is 0.63 meters ahead, angle 79.3 degrees, edge distance 0.24, center distance 3.78, enemy stuck: True, enemy behind: False, skill ready: False, dash ready: False",practice,2,turn_right_90+accelerate
1.28,179.7,2.39,2.37,0,1,1,0,"Enemy is 1.28 meters ahead, angle 179.7 degrees, edge distance 2.39, center distance 2.37, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: False",tournament,5,turn_right_90+accelerate
1.51,168.3,1.87,1.21,0,0,0,1,"Enemy is 1.51 meters ahead, angle 168.3 degrees, edge distance 1.87, center distance 1.21, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",tournament,2,boost
1.7,47.2,4.12,4.99,0,0,0,1,"Enemy is 1.7 meters ahead, angle 47.2 degrees, edge distance 4.12, center distance 4.99, enemy stuck: False, enemy behind: False, skill ready: False, dash ready: True",tournament,5,turn_left_45+accelerate
2.23,-156.7,4.17,4.47,0,1,0,0,"Enemy is 2.23 meters ahead, angle -156.7 degrees, edge distance 4.17, center distance 4.47, enemy stuck: False, enemy behind: True, skill ready: False, dash ready: False",tournament,2,turn_right_90+accelerate
1.97,-176.1,2.7,3.55,0,1,1,1,"Enemy is 1.97 meters ahead, angle -176.1 degrees, edge distance 2.7, center distance 3.55, enemy stuck: False, enemy behind: True, skill ready: True, dash ready: True",simulation,3,turn_right_90+accelerate
